DOI,ParsingDate,Accesses,Citations,Altmetric
10.1038/s41597-022-01591-0,2024-08-24,3442,5,6
10.1038/s41597-022-01605-x,2024-08-24,4862,24,0
10.1038/s41597-022-01613-x,2024-08-24,2193,12,3
10.1038/s41597-022-01499-9,2024-08-24,12000,10,40
10.1038/s41597-022-01614-w,2024-08-24,2013,6,0
10.1038/s41597-022-01579-w,2024-08-24,10000,6,128
10.1038/s41597-022-01622-w,2024-08-24,3147,3,0
10.1038/s41597-022-01592-z,2024-08-24,27000,38,9
10.1038/s41597-022-01537-6,2024-08-24,3539,10,12
10.1038/s41597-022-01611-z,2024-08-24,3498,1,0
10.1038/s41597-022-01599-6,2024-08-24,4197,6,55
10.1038/s41597-022-01609-7,2024-08-24,2763,13,2
10.1038/s41597-022-01593-y,2024-08-24,2115,3,1
10.1038/s41597-022-01627-5,2024-08-24,2019,4,2
10.1038/s41597-022-01626-6,2024-08-24,7034,10,113
10.1038/s41597-022-01524-x,2024-08-24,2389,1,3
10.1038/s41597-022-01634-6,2024-08-24,3624,7,0
10.1038/s41597-022-01644-4,2024-08-24,3165,3,1
10.1038/s41597-022-01624-8,2024-08-24,6929,8,27
10.1038/s41597-022-01571-4,2024-08-24,4091,12,13
10.1038/s41597-022-01649-z,2024-08-24,4635,10,7
10.1038/s41597-022-01623-9,2024-08-24,4269,6,15
10.1038/s41597-022-01654-2,2024-08-24,2971,4,1
10.1038/s41597-022-01603-z,2024-08-24,4739,7,7
10.1038/s41597-022-01630-w,2024-08-24,1557,1,0
10.1038/s41597-022-01662-2,2024-08-24,4512,8,26
10.1038/s41597-022-01650-6,2024-08-24,2885,3,2
10.1038/s41597-022-01632-8,2024-08-24,6258,7,23
10.1038/s41597-022-01633-7,2024-08-24,8293,4,22
10.1038/s41597-022-01658-y,2024-08-24,1741,9,0
10.1038/s41597-022-01625-7,2024-08-24,5991,10,29
10.1038/s41597-022-01645-3,2024-08-24,7214,37,22
10.1038/s41597-022-01660-4,2024-08-24,1222,1,1
10.1038/s41597-022-01643-5,2024-08-24,5654,8,2
10.1038/s41597-022-01636-4,2024-08-24,2708,7,5
10.1038/s41597-022-01504-1,2024-08-24,10000,159,20
10.1038/s41597-022-01657-z,2024-08-24,15000,24,31
10.1038/s41597-022-01647-1,2024-08-24,10000,17,1
10.1038/s41597-022-01648-0,2024-08-24,1663,3,5
10.1038/s41597-022-01651-5,2024-08-24,1825,5,1
10.1038/s41597-022-01661-3,2024-08-24,1747,5,0
10.1038/s41597-022-01556-3,2024-08-24,2291,6,11
10.1038/s41597-022-01635-5,2024-08-24,5309,18,12
10.1038/s41597-022-01615-9,2024-08-24,4138,14,16
10.1038/s41597-022-01637-3,2024-08-24,1690,5,1
10.1038/s41597-022-01666-y,2024-08-24,5655,5,3
10.1038/s41597-022-01577-y,2024-08-24,894,4,1
10.1038/s41597-022-01631-9,2024-08-24,8561,6,2
10.1038/s41597-022-01640-8,2024-08-24,4732,11,21
10.1038/s41597-022-01638-2,2024-08-24,3981,7,0
10.1038/s41597-022-01656-0,2024-08-24,2123,6,0
10.1038/s41597-022-01668-w,2024-08-24,4078,3,0
10.1038/s41597-022-01653-3,2024-08-24,1645,2,4
10.1038/s41597-022-01674-y,2024-08-24,1950,1,1
10.1038/s41597-022-01628-4,2024-08-24,1053,1,1
10.1038/s41597-022-01663-1,2024-08-24,3003,3,10
10.1038/s41597-022-01671-1,2024-08-24,1965,3,1
10.1038/s41597-022-01679-7,2024-08-24,3720,1,16
10.1038/s41597-022-01655-1,2024-08-24,5788,13,182
10.1038/s41597-022-01685-9,2024-08-24,1286,14,1
10.1038/s41597-022-01546-5,2024-08-24,1577,1,1
10.1038/s41597-022-01675-x,2024-08-24,16000,43,5
10.1038/s41597-022-01620-y,2024-08-24,3313,3,2
10.1038/s41597-022-01680-0,2024-08-24,2383,1,2
10.1038/s41597-022-01665-z,2024-08-24,2485,3,14
10.1038/s41597-022-01607-9,2024-08-24,6251,9,2
10.1038/s41597-022-01670-2,2024-08-24,4437,7,23
10.1038/s41597-022-01516-x,2024-08-24,2482,2,8
10.1038/s41597-022-01682-y,2024-08-24,15000,21,53
10.1038/s41597-022-01667-x,2024-08-24,12000,37,32
10.1038/s41597-022-01584-z,2024-08-24,4627,12,11
10.1038/s41597-022-01689-5,2024-08-24,3935,1,2
10.1038/s41597-022-01659-x,2024-08-24,11000,12,7
10.1038/s41597-022-01696-6,2024-08-24,10000,24,0
10.1038/s41597-022-01686-8,2024-08-24,3631,4,3
10.1038/s41597-022-01683-x,2024-08-24,2397,1,4
10.1038/s41597-022-01677-9,2024-08-24,3934,5,11
10.1038/s41597-022-01618-6,2024-08-24,3762,27,21
10.1038/s41597-022-01700-z,2024-08-24,1149,0,0
10.1038/s41597-022-01698-4,2024-08-24,2769,9,3
10.1038/s41597-022-01639-1,2024-08-24,8764,9,2
10.1038/s41597-022-01681-z,2024-08-24,8038,3,1
10.1038/s41597-022-01701-y,2024-08-24,6538,16,6
10.1038/s41597-022-01703-w,2024-08-24,1479,1,3
10.1038/s41597-022-01692-w,2024-08-24,2624,8,10
10.1038/s41597-022-01699-3,2024-08-24,2500,4,3
10.1038/s41597-022-01708-5,2024-08-24,7680,5,107
10.1038/s41597-022-01707-6,2024-08-24,3518,10,17
10.1038/s41597-022-01690-y,2024-08-24,3800,2,1
10.1038/s41597-022-01697-5,2024-08-24,2147,8,1
10.1038/s41597-022-01706-7,2024-08-24,2809,2,1
10.1038/s41597-022-01716-5,2024-08-24,2158,4,4
10.1038/s41597-022-01664-0,2024-08-24,3945,7,1
10.1038/s41597-022-01718-3,2024-08-24,12000,60,2
10.1038/s41597-022-01727-2,2024-08-24,5336,8,2
10.1038/s41597-022-01720-9,2024-08-24,6275,7,29
10.1038/s41597-022-01691-x,2024-08-24,1024,2,11
10.1038/s41597-022-01704-9,2024-08-24,5480,14,55
10.1038/s41597-022-01722-7,2024-08-24,5537,10,0
10.1038/s41597-022-01726-3,2024-08-24,2008,4,0
10.1038/s41597-022-01725-4,2024-08-24,2382,6,0
10.1038/s41597-022-01702-x,2024-08-24,2116,2,1
10.1038/s41597-022-01713-8,2024-08-24,7315,13,1
10.1038/s41597-022-01731-6,2024-08-24,1789,1,7
10.1038/s41597-022-01734-3,2024-08-24,1585,2,10
10.1038/s41597-022-01733-4,2024-08-24,2512,2,11
10.1038/s41597-022-01735-2,2024-08-24,1962,8,4
10.1038/s41597-022-01711-w,2024-08-24,2682,3,1
10.1038/s41597-022-01693-9,2024-08-24,4806,12,13
10.1038/s41597-022-01673-z,2024-08-24,1839,3,3
10.1038/s41597-022-01738-z,2024-08-24,6997,4,116
10.1038/s41597-022-01621-x,2024-08-24,2151,5,3
10.1038/s41597-022-01695-7,2024-08-24,5964,9,19
10.1038/s41597-022-01747-y,2024-08-24,2084,1,41
10.1038/s41597-022-01728-1,2024-08-24,2179,3,4
10.1038/s41597-022-01724-5,2024-08-24,1380,4,1
10.1038/s41597-022-01684-w,2024-08-24,1996,1,6
10.1038/s41597-022-01740-5,2024-08-24,5512,7,4
10.1038/s41597-022-01737-0,2024-08-24,10000,16,23
10.1038/s41597-022-01710-x,2024-08-24,25000,97,229
10.1038/s41597-022-01736-1,2024-08-24,2202,2,4
10.1038/s41597-022-01723-6,2024-08-24,4243,10,44
10.1038/s41597-022-01751-2,2024-08-24,3692,6,6
10.1038/s41597-022-01732-5,2024-08-24,3303,6,6
10.1038/s41597-022-01739-y,2024-08-24,4745,28,21
10.1038/s41597-022-01694-8,2024-08-24,4849,20,8
10.1038/s41597-022-01717-4,2024-08-24,1945,3,10
10.1038/s41597-022-01676-w,2024-08-24,7868,8,10
10.1038/s41597-022-01741-4,2024-08-24,3349,11,24
10.1038/s41597-022-01688-6,2024-08-24,4772,7,77
10.1038/s41597-022-01714-7,2024-08-24,6438,9,89
10.1038/s41597-022-01729-0,2024-08-24,3714,4,13
10.1038/s41597-022-01761-0,2024-08-24,9312,19,2
10.1038/s41597-022-01758-9,2024-08-24,1641,2,3
10.1038/s41597-022-01778-5,2024-08-24,769,0,0
10.1038/s41597-022-01760-1,2024-08-24,4054,5,30
10.1038/s41597-022-01777-6,2024-08-24,2289,4,10
10.1038/s41597-022-01781-w,2024-08-24,1239,9,0
10.1038/s41597-022-01709-4,2024-08-24,4029,15,1
10.1038/s41597-022-01744-1,2024-08-24,4080,12,9
10.1038/s41597-022-01754-z,2024-08-24,2071,12,1
10.1038/s41597-022-01773-w,2024-08-24,5422,6,28
10.1038/s41597-022-01752-1,2024-08-24,4562,20,2
10.1038/s41597-022-01742-3,2024-08-24,2880,7,3
10.1038/s41597-022-01776-7,2024-08-24,3939,5,0
10.1038/s41597-022-01779-4,2024-08-24,7295,9,1
10.1038/s41597-022-01743-2,2024-08-24,1794,1,0
10.1038/s41597-022-01763-y,2024-08-24,1027,2,1
10.1038/s41597-022-01749-w,2024-08-24,2940,2,11
10.1038/s41597-022-01782-9,2024-08-24,8746,15,0
10.1038/s41597-022-01767-8,2024-08-24,2155,2,5
10.1038/s41597-022-01792-7,2024-08-24,8867,10,21
10.1038/s41597-022-01746-z,2024-08-24,2085,6,6
10.1038/s41597-022-01753-0,2024-08-24,2045,5,1
10.1038/s41597-022-01787-4,2024-08-24,1471,2,5
10.1038/s41597-022-01764-x,2024-08-24,4944,7,3
10.1038/s41597-022-01786-5,2024-08-24,7778,12,112
10.1038/s41597-022-01783-8,2024-08-24,3013,2,0
10.1038/s41597-022-01794-5,2024-08-24,1542,1,86
10.1038/s41597-022-01800-w,2024-08-24,1817,6,0
10.1038/s41597-022-01745-0,2024-08-24,10000,7,55
10.1038/s41597-022-01804-6,2024-08-24,5497,4,2
10.1038/s41597-022-01801-9,2024-08-24,1518,4,2
10.1038/s41597-022-01759-8,2024-08-24,3115,6,12
10.1038/s41597-022-01810-8,2024-08-24,1689,1,0
10.1038/s41597-022-01791-8,2024-08-24,1573,2,4
10.1038/s41597-022-01802-8,2024-08-24,3909,9,4
10.1038/s41597-022-01748-x,2024-08-24,2504,6,5
10.1038/s41597-022-01806-4,2024-08-24,3859,4,8
10.1038/s41597-022-01768-7,2024-08-24,3061,13,0
10.1038/s41597-022-01558-1,2024-08-24,2125,2,5
10.1038/s41597-022-01771-y,2024-08-24,5710,3,29
10.1038/s41597-022-01775-8,2024-08-24,8031,16,4
10.1038/s41597-022-01790-9,2024-08-24,3394,8,0
10.1038/s41597-022-01789-2,2024-08-24,6420,1,6
10.1038/s41597-022-01805-5,2024-08-24,1951,2,3
10.1038/s41597-022-01803-7,2024-08-24,1749,1,1
10.1038/s41597-022-01797-2,2024-08-24,12000,3,57
10.1038/s41597-022-01796-3,2024-08-24,6560,9,7
10.1038/s41597-022-01712-9,2024-08-24,6021,10,152
10.1038/s41597-022-01793-6,2024-08-24,1428,3,1
10.1038/s41597-022-01809-1,2024-08-24,2424,3,7
10.1038/s41597-022-01823-3,2024-08-24,2930,4,0
10.1038/s41597-022-01766-9,2024-08-24,2514,3,2
10.1038/s41597-022-01772-x,2024-08-24,2366,5,0
10.1038/s41597-022-01808-2,2024-08-24,4324,5,9
10.1038/s41597-022-01762-z,2024-08-24,21000,36,88
10.1038/s41597-022-01784-7,2024-08-24,5513,13,2
10.1038/s41597-022-01795-4,2024-08-24,1697,4,0
10.1038/s41597-022-01818-0,2024-08-24,8124,3,47
10.1038/s41597-022-01815-3,2024-08-24,5174,11,11
10.1038/s41597-022-01715-6,2024-08-24,1182,2,0
10.1038/s41597-022-01785-6,2024-08-24,3913,4,7
10.1038/s41597-022-01606-w,2024-08-24,4950,9,18
10.1038/s41597-022-01825-1,2024-08-24,2438,4,1
10.1038/s41597-022-01798-1,2024-08-24,3819,3,13
10.1038/s41597-022-01821-5,2024-08-24,1341,3,1
10.1038/s41597-022-01834-0,2024-08-24,4899,5,9
10.1038/s41597-022-01819-z,2024-08-24,2927,5,12
10.1038/s41597-022-01817-1,2024-08-24,11000,7,21
10.1038/s41597-022-01812-6,2024-08-24,1972,4,3
10.1038/s41597-022-01813-5,2024-08-24,1734,1,2
10.1038/s41597-022-01788-3,2024-08-24,2126,3,1
10.1038/s41597-022-01827-z,2024-08-24,2239,6,7
10.1038/s41597-022-01799-0,2024-08-24,1728,4,7
10.1038/s41597-022-01807-3,2024-08-24,2450,12,17
10.1038/s41597-022-01780-x,2024-08-24,2133,5,2
10.1038/s41597-022-01831-3,2024-08-24,2645,5,10
10.1038/s41597-022-01820-6,2024-08-24,5252,2,1
10.1038/s41597-022-01824-2,2024-08-24,5125,6,53
10.1038/s41597-022-01822-4,2024-08-24,5493,7,15
10.1038/s41597-022-01840-2,2024-08-24,4613,4,1
10.1038/s41597-022-01755-y,2024-08-24,1856,1,5
10.1038/s41597-022-01769-6,2024-08-24,1923,10,6
10.1038/s41597-022-01730-7,2024-08-24,4330,3,50
10.1038/s41597-022-01833-1,2024-08-24,3653,10,10
10.1038/s41597-022-01835-z,2024-08-24,4488,8,63
10.1038/s41597-022-01830-4,2024-08-24,2656,6,14
10.1038/s41597-022-01841-1,2024-08-24,3581,11,1
10.1038/s41597-022-01849-7,2024-08-24,2661,7,1
10.1038/s41597-022-01828-y,2024-08-24,5048,1,1
10.1038/s41597-022-01832-2,2024-08-24,5726,18,58
10.1038/s41597-022-01845-x,2024-08-24,2775,0,0
10.1038/s41597-022-01846-w,2024-08-24,2033,1,3
10.1038/s41597-022-01847-9,2024-08-24,1508,3,1
10.1038/s41597-022-01842-0,2024-08-24,1477,2,5
10.1038/s41597-022-01837-x,2024-08-24,1315,2,11
10.1038/s41597-022-01836-y,2024-08-24,9191,13,2
10.1038/s41597-022-01844-y,2024-08-24,2031,3,7
10.1038/s41597-022-01861-x,2024-08-24,1542,0,6
10.1038/s41597-022-01854-w,2024-08-24,10000,20,3
10.1038/s41597-022-01814-4,2024-08-24,2715,8,12
10.1038/s41597-022-01863-9,2024-08-24,2452,8,57
10.1038/s41597-022-01839-9,2024-08-24,3351,1,2
10.1038/s41597-022-01848-8,2024-08-24,4272,2,1
10.1038/s41597-022-01851-z,2024-08-24,2690,6,2
10.1038/s41597-022-01864-8,2024-08-24,1094,2,1
10.1038/s41597-022-01843-z,2024-08-24,4605,13,1
10.1038/s41597-022-01838-w,2024-08-24,10000,11,66
10.1038/s41597-022-01874-6,2024-08-24,2700,8,6
10.1038/s41597-022-01862-w,2024-08-24,4652,3,0
10.1038/s41597-022-01852-y,2024-08-24,9546,12,49
10.1038/s41597-022-01859-5,2024-08-24,2969,6,5
10.1038/s41597-022-01865-7,2024-08-24,1333,1,0
10.1038/s41597-022-01856-8,2024-08-24,1947,0,2
10.1038/s41597-022-01826-0,2024-08-24,7046,11,73
10.1038/s41597-022-01860-y,2024-08-24,2086,7,0
10.1038/s41597-022-01774-9,2024-08-24,15000,20,79
10.1038/s41597-022-01576-z,2024-08-24,2229,2,0
10.1038/s41597-022-01872-8,2024-08-24,6818,3,10
10.1038/s41597-022-01853-x,2024-08-24,5076,6,10
10.1038/s41597-022-01866-6,2024-08-24,3310,2,3
10.1038/s41597-022-01875-5,2024-08-24,8000,28,7
10.1038/s41597-022-01871-9,2024-08-24,1582,0,3
10.1038/s41597-022-01867-5,2024-08-24,1747,0,1
10.1038/s41597-022-01868-4,2024-08-24,2386,3,44
10.1038/s41597-022-01879-1,2024-08-24,5097,13,0
10.1038/s41597-022-01877-3,2024-08-24,9928,11,0
10.1038/s41597-022-01869-3,2024-08-24,1581,1,12
10.1038/s41597-022-01884-4,2024-08-24,8168,10,9
10.1038/s41597-022-01888-0,2024-08-24,4259,3,2
10.1038/s41597-022-01881-7,2024-08-24,6330,6,13
10.1038/s41597-022-01892-4,2024-08-24,1695,0,3
10.1038/s41597-022-01873-7,2024-08-24,3646,11,10
10.1038/s41597-022-01857-7,2024-08-24,3779,4,20
10.1038/s41597-022-01887-1,2024-08-24,1798,4,1
10.1038/s41597-022-01858-6,2024-08-24,3770,5,0
10.1038/s41597-022-01669-9,2024-08-24,2848,3,3
10.1038/s41597-022-01756-x,2024-08-24,2659,2,11
10.1038/s41597-022-01870-w,2024-08-24,6497,25,7
10.1038/s41597-022-01876-4,2024-08-24,1661,3,0
10.1038/s41597-022-01878-2,2024-08-24,7928,21,17
10.1038/s41597-022-01910-5,2024-08-24,1875,4,1
10.1038/s41597-022-01855-9,2024-08-24,2057,1,42
10.1038/s41597-022-01883-5,2024-08-24,6788,5,74
10.1038/s41597-022-01894-2,2024-08-24,7958,3,10
10.1038/s41597-022-01891-5,2024-08-24,4189,5,12
10.1038/s41597-022-01885-3,2024-08-24,1515,0,0
10.1038/s41597-022-01897-z,2024-08-24,2703,6,3
10.1038/s41597-022-01895-1,2024-08-24,1463,2,4
10.1038/s41597-022-01900-7,2024-08-24,1890,17,0
10.1038/s41597-022-01917-y,2024-08-24,1332,1,1
10.1038/s41597-022-01906-1,2024-08-24,4415,7,1
10.1038/s41597-022-01899-x,2024-08-24,68000,280,126
10.1038/s41597-022-01909-y,2024-08-24,1560,13,0
10.1038/s41597-022-01880-8,2024-08-24,3612,6,12
10.1038/s41597-022-01893-3,2024-08-24,2142,4,14
10.1038/s41597-022-01882-6,2024-08-24,12000,32,14
10.1038/s41597-022-01902-5,2024-08-24,8349,21,33
10.1038/s41597-022-01916-z,2024-08-24,2014,3,1
10.1038/s41597-022-01904-3,2024-08-24,2890,4,7
10.1038/s41597-022-01920-3,2024-08-24,3029,3,2
10.1038/s41597-022-01924-z,2024-08-24,2157,3,3
10.1038/s41597-022-01925-y,2024-08-24,2257,3,0
10.1038/s41597-022-01918-x,2024-08-24,2233,3,0
10.1038/s41597-022-01922-1,2024-08-24,7988,6,149
10.1038/s41597-022-01912-3,2024-08-24,1144,1,5
10.1038/s41597-022-01890-6,2024-08-24,1879,2,8
10.1038/s41597-023-01937-2,2024-08-24,2908,2,3
10.1038/s41597-022-01687-7,2024-08-24,2519,5,6
10.1038/s41597-022-01915-0,2024-08-24,1882,3,4
10.1038/s41597-023-01939-0,2024-08-24,2489,1,2
10.1038/s41597-023-01931-8,2024-08-24,2362,4,0
10.1038/s41597-023-01932-7,2024-08-24,3472,5,6
10.1038/s41597-022-01921-2,2024-08-24,3775,4,20
10.1038/s41597-022-01719-2,2024-08-24,10000,16,50
10.1038/s41597-023-01935-4,2024-08-24,4566,15,26
10.1038/s41597-022-01889-z,2024-08-24,5718,22,24
10.1038/s41597-023-01938-1,2024-08-24,1539,2,1
10.1038/s41597-023-01933-6,2024-08-24,1263,3,1
10.1038/s41597-022-01903-4,2024-08-24,3840,6,16
10.1038/s41597-023-01928-3,2024-08-24,3376,9,0
10.1038/s41597-022-01905-2,2024-08-24,3719,4,0
10.1038/s41597-023-01936-3,2024-08-24,4679,5,5
10.1038/s41597-022-01911-4,2024-08-24,3303,3,3
10.1038/s41597-023-01940-7,2024-08-24,12000,12,1
10.1038/s41597-023-01950-5,2024-08-24,3643,6,1
10.1038/s41597-022-01721-8,2024-08-24,34000,139,6
10.1038/s41597-023-01959-w,2024-08-24,2714,1,16
10.1038/s41597-023-01930-9,2024-08-24,4245,10,5
10.1038/s41597-022-01919-w,2024-08-24,13000,13,7
10.1038/s41597-023-01934-5,2024-08-24,854,3,0
10.1038/s41597-023-01941-6,2024-08-24,2846,4,3
10.1038/s41597-023-01929-2,2024-08-24,3632,6,2
10.1038/s41597-023-01956-z,2024-08-24,6890,19,13
10.1038/s41597-023-01953-2,2024-08-24,1513,1,1
10.1038/s41597-023-01952-3,2024-08-24,2466,4,1
10.1038/s41597-022-01886-2,2024-08-24,1951,4,12
10.1038/s41597-022-01926-x,2024-08-24,2085,3,1
10.1038/s41597-023-01965-y,2024-08-24,17000,13,35
10.1038/s41597-023-01948-z,2024-08-24,3231,4,10
10.1038/s41597-023-01957-y,2024-08-24,5660,13,3
10.1038/s41597-022-01850-0,2024-08-24,3905,7,0
10.1038/s41597-022-01913-2,2024-08-24,3219,3,1
10.1038/s41597-022-01908-z,2024-08-24,6176,2,16
10.1038/s41597-023-01951-4,2024-08-24,6891,19,28
10.1038/s41597-023-01964-z,2024-08-24,2669,5,0
10.1038/s41597-023-01949-y,2024-08-24,7233,26,35
10.1038/s41597-023-01976-9,2024-08-24,5515,10,1
10.1038/s41597-023-01975-w,2024-08-24,15000,43,40
10.1038/s41597-023-01967-w,2024-08-24,1515,1,3
10.1038/s41597-023-01977-8,2024-08-24,3518,13,10
10.1038/s41597-023-01962-1,2024-08-24,7662,2,44
10.1038/s41597-023-01960-3,2024-08-24,51000,67,65
10.1038/s41597-023-01970-1,2024-08-24,4177,7,1
10.1038/s41597-023-01963-0,2024-08-24,8420,15,14
10.1038/s41597-023-01943-4,2024-08-24,3019,3,1
10.1038/s41597-022-01901-6,2024-08-24,5833,4,28
10.1038/s41597-022-01923-0,2024-08-24,6170,15,20
10.1038/s41597-023-01987-6,2024-08-24,1816,2,3
10.1038/s41597-023-01958-x,2024-08-24,6319,11,3
10.1038/s41597-023-01981-y,2024-08-24,7423,29,31
10.1038/s41597-022-01914-1,2024-08-24,8127,14,4
10.1038/s41597-023-01978-7,2024-08-24,2895,1,1
10.1038/s41597-023-01966-x,2024-08-24,2751,8,1
10.1038/s41597-023-01986-7,2024-08-24,2807,6,4
10.1038/s41597-023-01989-4,2024-08-24,2148,1,0
10.1038/s41597-023-01988-5,2024-08-24,9020,13,13
10.1038/s41597-023-01990-x,2024-08-24,1242,0,3
10.1038/s41597-023-01972-z,2024-08-24,2732,6,21
10.1038/s41597-023-01994-7,2024-08-24,4380,6,26
10.1038/s41597-022-01898-y,2024-08-24,6043,11,4
10.1038/s41597-023-01961-2,2024-08-24,3244,1,11
10.1038/s41597-022-01811-7,2024-08-24,8794,1,33
10.1038/s41597-023-01983-w,2024-08-24,2017,8,13
10.1038/s41597-023-01954-1,2024-08-24,2332,1,5
10.1038/s41597-023-01999-2,2024-08-24,1000,3,0
10.1038/s41597-023-02001-9,2024-08-24,3168,0,2
10.1038/s41597-023-02006-4,2024-08-24,2820,8,1
10.1038/s41597-023-01942-5,2024-08-24,3459,2,13
10.1038/s41597-023-02004-6,2024-08-24,3261,8,3
10.1038/s41597-023-01998-3,2024-08-24,3340,10,19
10.1038/s41597-023-01997-4,2024-08-24,2787,5,1
10.1038/s41597-022-01907-0,2024-08-24,1982,2,4
10.1038/s41597-023-01973-y,2024-08-24,18000,31,69
10.1038/s41597-023-02011-7,2024-08-24,13000,9,6
10.1038/s41597-023-02000-w,2024-08-24,7404,6,43
10.1038/s41597-023-01992-9,2024-08-24,4819,5,13
10.1038/s41597-023-01995-6,2024-08-24,4255,6,2
10.1038/s41597-023-01985-8,2024-08-24,6676,2,1
10.1038/s41597-023-01968-9,2024-08-24,2423,5,5
10.1038/s41597-023-02003-7,2024-08-24,3880,4,1
10.1038/s41597-023-02019-z,2024-08-24,931,4,1
10.1038/s41597-023-02014-4,2024-08-24,2046,4,2
10.1038/s41597-023-01982-x,2024-08-24,1764,0,4
10.1038/s41597-023-02008-2,2024-08-24,24000,25,18
10.1038/s41597-023-01955-0,2024-08-24,3680,13,1
10.1038/s41597-023-02013-5,2024-08-24,3750,5,5
10.1038/s41597-023-01996-5,2024-08-24,1010,2,3
10.1038/s41597-023-02015-3,2024-08-24,1725,1,4
10.1038/s41597-023-02005-5,2024-08-24,3450,6,1
10.1038/s41597-023-02032-2,2024-08-24,5292,7,1
10.1038/s41597-023-02023-3,2024-08-24,4745,3,1
10.1038/s41597-023-02009-1,2024-08-24,1490,3,6
10.1038/s41597-023-02025-1,2024-08-24,3428,9,0
10.1038/s41597-023-02037-x,2024-08-24,1609,1,6
10.1038/s41597-023-02022-4,2024-08-24,11000,26,53
10.1038/s41597-023-01979-6,2024-08-24,1797,1,15
10.1038/s41597-023-02024-2,2024-08-24,4777,4,22
10.1038/s41597-023-02028-y,2024-08-24,4707,6,13
10.1038/s41597-023-01947-0,2024-08-24,8172,15,108
10.1038/s41597-023-02002-8,2024-08-24,4602,6,4
10.1038/s41597-023-02016-2,2024-08-24,6763,9,2
10.1038/s41597-023-02031-3,2024-08-24,2400,1,8
10.1038/s41597-023-02007-3,2024-08-24,2472,3,17
10.1038/s41597-023-02035-z,2024-08-24,2596,1,1
10.1038/s41597-023-02044-y,2024-08-24,6845,3,125
10.1038/s41597-023-02059-5,2024-08-24,2451,1,1
10.1038/s41597-023-02042-0,2024-08-24,6024,6,14
10.1038/s41597-023-02045-x,2024-08-24,2892,8,8
10.1038/s41597-023-01991-w,2024-08-24,8223,25,0
10.1038/s41597-023-02033-1,2024-08-24,2861,5,2
10.1038/s41597-023-02048-8,2024-08-24,2257,6,6
10.1038/s41597-023-02034-0,2024-08-24,3428,11,7
10.1038/s41597-023-02050-0,2024-08-24,2829,13,1
10.1038/s41597-023-01974-x,2024-08-24,22000,23,11
10.1038/s41597-023-01971-0,2024-08-24,6496,8,137
10.1038/s41597-023-02043-z,2024-08-24,5541,15,14
10.1038/s41597-023-02040-2,2024-08-24,12000,24,77
10.1038/s41597-023-02012-6,2024-08-24,2021,0,1
10.1038/s41597-023-02021-5,2024-08-24,1331,1,6
10.1038/s41597-023-02030-4,2024-08-24,4564,4,10
10.1038/s41597-023-02020-6,2024-08-24,11000,13,5
10.1038/s41597-023-02052-y,2024-08-24,1330,0,0
10.1038/s41597-023-02065-7,2024-08-24,3236,4,0
10.1038/s41597-023-02051-z,2024-08-24,2431,3,1
10.1038/s41597-023-02054-w,2024-08-24,6078,11,1
10.1038/s41597-023-02067-5,2024-08-24,1841,3,2
10.1038/s41597-023-02062-w,2024-08-24,1669,6,3
10.1038/s41597-023-02055-9,2024-08-24,1494,5,1
10.1038/s41597-023-02053-x,2024-08-24,5236,12,13
10.1038/s41597-023-02036-y,2024-08-24,4101,13,2
10.1038/s41597-023-02046-w,2024-08-24,2711,1,14
10.1038/s41597-023-02017-1,2024-08-24,3679,2,0
10.1038/s41597-023-02061-x,2024-08-24,2744,0,1
10.1038/s41597-023-02060-y,2024-08-24,4816,6,6
10.1038/s41597-023-02083-5,2024-08-24,1944,11,8
10.1038/s41597-023-02074-6,2024-08-24,13000,13,3
10.1038/s41597-023-01993-8,2024-08-24,2796,3,5
10.1038/s41597-023-02088-0,2024-08-24,1879,0,3
10.1038/s41597-023-02068-4,2024-08-24,5282,4,5
10.1038/s41597-023-02010-8,2024-08-24,1527,3,1
10.1038/s41597-023-02047-9,2024-08-24,13000,13,22
10.1038/s41597-023-01984-9,2024-08-24,4140,8,6
10.1038/s41597-023-02063-9,2024-08-24,1852,1,1
10.1038/s41597-023-02041-1,2024-08-24,50000,101,678
10.1038/s41597-023-02089-z,2024-08-24,2924,7,2
10.1038/s41597-023-02079-1,2024-08-24,1718,2,1
10.1038/s41597-023-02091-5,2024-08-24,2196,1,0
10.1038/s41597-023-02077-3,2024-08-24,4567,7,1
10.1038/s41597-023-02075-5,2024-08-24,3358,5,0
10.1038/s41597-023-02093-3,2024-08-24,6815,9,9
10.1038/s41597-023-02056-8,2024-08-24,4535,4,10
10.1038/s41597-023-02090-6,2024-08-24,1717,0,1
10.1038/s41597-023-01946-1,2024-08-24,2916,4,8
10.1038/s41597-023-02095-1,2024-08-24,1942,5,1
10.1038/s41597-023-02049-7,2024-08-24,2602,5,3
10.1038/s41597-023-02107-0,2024-08-24,1465,4,1
10.1038/s41597-023-02076-4,2024-08-24,1293,1,2
10.1038/s41597-023-02085-3,2024-08-24,1306,1,0
10.1038/s41597-023-02071-9,2024-08-24,1150,2,1
10.1038/s41597-023-02108-z,2024-08-24,6508,0,6
10.1038/s41597-023-02073-7,2024-08-24,10000,4,1
10.1038/s41597-023-02038-w,2024-08-24,4280,6,13
10.1038/s41597-023-02096-0,2024-08-24,18000,30,66
