DOI,ParsingDate,Accesses,Citations,Altmetric
10.1038/s41597-021-00956-1,2024-08-24,7270,17,14
10.1038/s41597-021-00962-3,2024-08-24,4552,13,7
10.1038/s41597-021-00964-1,2024-08-24,21000,73,5
10.1038/s41597-021-00966-z,2024-08-24,4530,8,3
10.1038/s41597-021-00960-5,2024-08-24,8825,45,7
10.1038/s41597-021-00972-1,2024-08-24,4453,7,11
10.1038/s41597-021-00963-2,2024-08-24,6960,14,2
10.1038/s41597-021-00968-x,2024-08-24,7775,19,6
10.1038/s41597-021-00953-4,2024-08-24,1959,2,0
10.1038/s41597-021-00970-3,2024-08-24,6410,4,2
10.1038/s41597-021-00951-6,2024-08-24,8032,11,2
10.1038/s41597-021-00955-2,2024-08-24,5410,18,1
10.1038/s41597-021-00950-7,2024-08-24,12000,18,109
10.1038/s41597-021-00971-2,2024-08-24,2084,8,12
10.1038/s41597-021-00949-0,2024-08-24,3206,4,7
10.1038/s41597-021-00967-y,2024-08-24,12000,18,1
10.1038/s41597-021-00969-w,2024-08-24,3730,13,15
10.1038/s41597-021-00959-y,2024-08-24,6395,29,0
10.1038/s41597-021-00952-5,2024-08-24,2183,1,23
10.1038/s41597-021-00976-x,2024-08-24,6975,20,12
10.1038/s41597-021-00978-9,2024-08-24,6146,9,38
10.1038/s41597-021-00965-0,2024-08-24,1918,8,6
10.1038/s41597-021-00973-0,2024-08-24,10000,96,3
10.1038/s41597-021-00981-0,2024-08-24,29000,123,240
10.1038/s41597-021-00982-z,2024-08-24,23000,40,28
10.1038/s41597-021-00957-0,2024-08-24,3183,5,6
10.1038/s41597-021-00975-y,2024-08-24,3457,4,23
10.1038/s41597-021-00934-7,2024-08-24,10000,9,201
10.1038/s41597-021-00958-z,2024-08-24,17000,44,16
10.1038/s41597-021-00987-8,2024-08-24,5229,7,16
10.1038/s41597-021-00977-w,2024-08-24,12000,18,0
10.1038/s41597-021-00983-y,2024-08-24,6327,6,17
10.1038/s41597-021-00979-8,2024-08-24,5993,19,5
10.1038/s41597-021-00993-w,2024-08-24,4260,5,1
10.1038/s41597-021-00980-1,2024-08-24,4921,2,7
10.1038/s41597-021-00995-8,2024-08-24,1658,4,7
10.1038/s41597-021-00985-w,2024-08-24,2514,6,0
10.1038/s41597-021-00984-x,2024-08-24,1367,3,1
10.1038/s41597-021-00986-9,2024-08-24,10000,23,11
10.1038/s41597-021-00990-z,2024-08-24,1313,0,9
10.1038/s41597-021-00994-9,2024-08-24,2640,7,2
10.1038/s41597-021-00992-x,2024-08-24,2176,3,46
10.1038/s41597-021-00961-4,2024-08-24,3649,8,4
10.1038/s41597-021-01000-y,2024-08-24,11000,21,41
10.1038/s41597-021-00989-6,2024-08-24,8061,22,2
10.1038/s41597-021-00998-5,2024-08-24,3625,7,7
10.1038/s41597-021-00999-4,2024-08-24,6571,9,3
10.1038/s41597-021-00991-y,2024-08-24,8208,5,13
10.1038/s41597-021-00974-z,2024-08-24,9068,51,23
10.1038/s41597-021-00997-6,2024-08-24,70000,192,61
10.1038/s41597-021-00941-8,2024-08-24,14000,26,8
10.1038/s41597-021-00988-7,2024-08-24,28000,28,185
10.1038/s41597-021-01005-7,2024-08-24,2605,1,5
10.1038/s41597-021-01002-w,2024-08-24,4285,17,12
10.1038/s41597-021-01003-9,2024-08-24,19000,72,12
10.1038/s41597-021-01007-5,2024-08-24,2513,6,18
10.1038/s41597-021-01008-4,2024-08-24,8660,9,10
10.1038/s41597-021-01009-3,2024-08-24,6440,26,20
10.1038/s41597-021-01004-8,2024-08-24,12000,42,33
10.1038/s41597-021-01010-w,2024-08-24,6037,35,0
10.1038/s41597-021-01013-7,2024-08-24,14000,15,1
10.1038/s41597-021-01014-6,2024-08-24,7626,16,71
10.1038/s41597-021-01015-5,2024-08-24,2549,23,4
10.1038/s41597-021-01017-3,2024-08-24,3271,5,2
10.1038/s41597-021-01019-1,2024-08-24,27000,25,32
10.1038/s41597-021-01022-6,2024-08-24,3132,33,1
10.1038/s41597-021-01018-2,2024-08-24,2550,3,0
10.1038/s41597-021-01016-4,2024-08-24,1682,5,8
10.1038/s41597-021-01025-3,2024-08-24,1585,2,1
10.1038/s41597-021-01012-8,2024-08-24,2937,7,1
10.1038/s41597-021-01024-4,2024-08-24,2393,5,1
10.1038/s41597-021-01021-7,2024-08-24,8468,19,214
10.1038/s41597-021-01023-5,2024-08-24,10000,80,1
10.1038/s41597-021-01030-6,2024-08-24,1986,1,0
10.1038/s41597-021-01020-8,2024-08-24,9276,18,2
10.1038/s41597-021-01029-z,2024-08-24,1053,1,0
10.1038/s41597-021-01033-3,2024-08-24,14000,28,57
10.1038/s41597-021-01031-5,2024-08-24,6997,11,33
10.1038/s41597-021-01028-0,2024-08-24,1681,1,16
10.1038/s41597-021-01035-1,2024-08-24,7856,17,0
10.1038/s41597-021-01037-z,2024-08-24,1678,2,0
10.1038/s41597-021-01006-6,2024-08-24,14000,84,29
10.1038/s41597-021-01034-2,2024-08-24,11000,33,7
10.1038/s41597-021-01041-3,2024-08-24,3810,12,3
10.1038/s41597-021-01038-y,2024-08-24,1773,2,0
10.1038/s41597-021-01043-1,2024-08-24,3737,8,20
10.1038/s41597-021-01049-9,2024-08-24,3692,8,10
10.1038/s41597-021-01032-4,2024-08-24,5712,4,0
10.1038/s41597-021-01050-2,2024-08-24,13000,35,11
10.1038/s41597-021-01040-4,2024-08-24,3088,4,1
10.1038/s41597-021-01048-w,2024-08-24,8648,20,33
10.1038/s41597-021-01039-x,2024-08-24,2637,4,2
10.1038/s41597-021-01042-2,2024-08-24,2146,4,9
10.1038/s41597-021-01054-y,2024-08-24,35000,127,23
10.1038/s41597-021-01045-z,2024-08-24,1882,9,1
10.1038/s41597-021-01047-x,2024-08-24,1846,1,13
10.1038/s41597-021-01053-z,2024-08-24,1787,6,0
10.1038/s41597-021-01046-y,2024-08-24,11000,6,60
10.1038/s41597-021-01062-y,2024-08-24,8886,18,6
10.1038/s41597-021-01065-9,2024-08-24,7605,28,0
10.1038/s41597-021-01068-6,2024-08-24,1996,1,3
10.1038/s41597-021-01052-0,2024-08-24,5888,20,11
10.1038/s41597-021-01066-8,2024-08-24,4196,11,0
10.1038/s41597-021-01060-0,2024-08-24,6860,32,1
10.1038/s41597-021-01057-9,2024-08-24,14000,49,13
10.1038/s41597-021-01055-x,2024-08-24,4138,16,1
10.1038/s41597-021-01058-8,2024-08-24,4147,13,1
10.1038/s41597-021-01056-w,2024-08-24,3036,10,1
10.1038/s41597-021-01063-x,2024-08-24,1682,3,9
10.1038/s41597-021-01059-7,2024-08-24,12000,40,10
10.1038/s41597-021-01064-w,2024-08-24,5954,39,1
10.1038/s41597-021-01069-5,2024-08-24,15000,47,7
10.1038/s41597-021-01061-z,2024-08-24,8533,37,7
10.1038/s41597-021-01067-7,2024-08-24,4043,4,24
10.1038/s41597-021-01073-9,2024-08-24,1702,6,2
10.1038/s41597-021-01074-8,2024-08-24,2376,4,17
10.1038/s41597-021-01072-w,2024-08-24,2639,2,2
10.1038/s41597-021-01079-3,2024-08-24,31000,98,26
10.1038/s41597-021-01076-6,2024-08-24,6231,32,4
10.1038/s41597-021-01077-5,2024-08-24,26000,17,18
10.1038/s41597-021-01071-x,2024-08-24,3936,12,14
10.1038/s41597-021-01086-4,2024-08-24,9956,35,10
10.1038/s41597-021-01083-7,2024-08-24,9400,12,2
10.1038/s41597-021-01088-2,2024-08-24,2234,9,0
10.1038/s41597-021-01082-8,2024-08-24,2965,8,0
10.1038/s41597-021-01091-7,2024-08-24,2754,3,4
10.1038/s41597-021-01075-7,2024-08-24,4744,16,1
10.1038/s41597-021-01081-9,2024-08-24,5911,3,5
10.1038/s41597-021-01089-1,2024-08-24,3399,5,10
10.1038/s41597-021-01080-w,2024-08-24,2712,8,3
10.1038/s41597-021-01087-3,2024-08-24,1639,9,1
10.1038/s41597-021-01084-6,2024-08-24,16000,53,26
10.1038/s41597-021-01078-4,2024-08-24,5199,2,10
10.1038/s41597-021-01093-5,2024-08-24,5666,12,26
10.1038/s41597-021-01090-8,2024-08-24,5406,10,12
10.1038/s41597-021-01095-3,2024-08-24,3185,6,13
10.1038/s41597-021-01085-5,2024-08-24,2560,6,5
10.1038/s41597-021-01094-4,2024-08-24,6013,14,0
10.1038/s41597-021-01104-5,2024-08-24,9278,39,38
10.1038/s41597-021-01106-3,2024-08-24,5612,5,15
10.1038/s41597-021-01103-6,2024-08-24,2647,2,0
10.1038/s41597-021-01102-7,2024-08-24,10000,16,55
10.1038/s41597-021-01101-8,2024-08-24,3527,2,5
10.1038/s41597-021-01099-z,2024-08-24,6286,4,8
10.1038/s41597-021-01100-9,2024-08-24,6009,7,33
10.1038/s41597-021-01092-6,2024-08-24,9572,16,33
10.1038/s41597-021-01116-1,2024-08-24,4077,2,8
10.1038/s41597-022-01123-w,2024-08-24,5538,14,14
10.1038/s41597-022-01120-z,2024-08-24,8084,16,73
10.1038/s41597-021-01115-2,2024-08-24,19000,32,4
10.1038/s41597-021-01112-5,2024-08-24,2368,5,1
10.1038/s41597-022-01122-x,2024-08-24,7997,16,2
10.1038/s41597-021-01105-4,2024-08-24,3895,13,1
10.1038/s41597-022-01124-9,2024-08-24,7055,12,14
10.1038/s41597-021-01117-0,2024-08-24,16000,15,37
10.1038/s41597-021-01098-0,2024-08-24,2327,6,0
10.1038/s41597-021-01114-3,2024-08-24,2104,2,2
10.1038/s41597-021-01111-6,2024-08-24,2523,0,12
10.1038/s41597-022-01121-y,2024-08-24,29000,28,32
10.1038/s41597-021-01107-2,2024-08-24,4173,9,0
10.1038/s41597-021-01108-1,2024-08-24,2601,4,8
10.1038/s41597-021-01110-7,2024-08-24,7075,31,11
10.1038/s41597-022-01118-7,2024-08-24,12000,40,88
10.1038/s41597-022-01130-x,2024-08-24,1941,1,0
10.1038/s41597-022-01127-6,2024-08-24,10000,8,0
10.1038/s41597-022-01125-8,2024-08-24,2988,2,27
10.1038/s41597-022-01131-w,2024-08-24,4802,14,77
10.1038/s41597-022-01126-7,2024-08-24,1913,4,2
10.1038/s41597-022-01119-6,2024-08-24,1732,5,7
10.1038/s41597-022-01136-5,2024-08-24,4958,5,417
10.1038/s41597-022-01128-5,2024-08-24,13000,32,47
10.1038/s41597-022-01132-9,2024-08-24,20000,33,46
10.1038/s41597-022-01133-8,2024-08-24,2638,4,0
10.1038/s41597-022-01134-7,2024-08-24,6104,25,123
10.1038/s41597-022-01145-4,2024-08-24,7799,5,34
10.1038/s41597-021-01113-4,2024-08-24,9072,23,37
10.1038/s41597-022-01138-3,2024-08-24,1551,5,2
10.1038/s41597-022-01149-0,2024-08-24,4165,3,1
10.1038/s41597-022-01135-6,2024-08-24,2605,7,4
10.1038/s41597-022-01137-4,2024-08-24,3751,3,4
10.1038/s41597-022-01141-8,2024-08-24,15000,15,11
10.1038/s41597-022-01146-3,2024-08-24,2450,6,0
10.1038/s41597-022-01139-2,2024-08-24,3193,3,5
10.1038/s41597-022-01148-1,2024-08-24,2983,9,4
10.1038/s41597-022-01144-5,2024-08-24,5579,14,2
10.1038/s41597-022-01142-7,2024-08-24,3295,18,7
10.1038/s41597-021-01109-0,2024-08-24,3816,14,38
10.1038/s41597-022-01147-2,2024-08-24,28000,26,10
10.1038/s41597-022-01153-4,2024-08-24,3253,13,3
10.1038/s41597-022-01129-4,2024-08-24,3046,4,12
10.1038/s41597-022-01151-6,2024-08-24,1503,0,2
10.1038/s41597-022-01155-2,2024-08-24,2160,5,1
10.1038/s41597-022-01157-0,2024-08-24,8562,17,12
10.1038/s41597-022-01156-1,2024-08-24,22000,26,0
10.1038/s41597-022-01150-7,2024-08-24,27000,41,59
10.1038/s41597-022-01140-9,2024-08-24,5184,5,63
10.1038/s41597-022-01158-z,2024-08-24,3488,3,0
10.1038/s41597-022-01143-6,2024-08-24,27000,36,390
10.1038/s41597-022-01160-5,2024-08-24,3781,4,3
10.1038/s41597-022-01162-3,2024-08-24,4789,6,62
10.1038/s41597-022-01167-y,2024-08-24,2548,9,11
10.1038/s41597-022-01166-z,2024-08-24,3420,12,41
10.1038/s41597-022-01177-w,2024-08-24,3778,16,2
10.1038/s41597-022-01152-5,2024-08-24,3554,12,4
10.1038/s41597-022-01165-0,2024-08-24,3239,2,1
10.1038/s41597-022-01168-x,2024-08-24,11000,59,11
10.1038/s41597-022-01169-w,2024-08-24,4351,38,6
10.1038/s41597-022-01154-3,2024-08-24,5880,14,1
10.1038/s41597-022-01159-y,2024-08-24,5693,14,6
10.1038/s41597-022-01183-y,2024-08-24,11000,36,13
10.1038/s41597-022-01195-8,2024-08-24,2093,4,1
10.1038/s41597-022-01185-w,2024-08-24,2441,3,4
10.1038/s41597-022-01192-x,2024-08-24,7390,29,0
10.1038/s41597-022-01181-0,2024-08-24,9347,44,52
10.1038/s41597-022-01196-7,2024-08-24,17000,67,10
10.1038/s41597-022-01184-x,2024-08-24,8259,9,90
10.1038/s41597-022-01189-6,2024-08-24,11000,24,28
10.1038/s41597-022-01163-2,2024-08-24,5288,12,20
10.1038/s41597-022-01180-1,2024-08-24,8674,7,51
10.1038/s41597-022-01174-z,2024-08-24,1136,0,5
10.1038/s41597-022-01170-3,2024-08-24,2827,13,10
10.1038/s41597-022-01190-z,2024-08-24,2560,1,6
10.1038/s41597-022-01176-x,2024-08-24,2702,0,6
10.1038/s41597-022-01193-w,2024-08-24,2181,9,4
10.1038/s41597-022-01178-9,2024-08-24,40000,7,6
10.1038/s41597-022-01182-z,2024-08-24,1502,5,0
10.1038/s41597-022-01161-4,2024-08-24,6811,14,11
10.1038/s41597-022-01173-0,2024-08-24,12000,7,86
10.1038/s41597-022-01191-y,2024-08-24,3307,9,23
10.1038/s41597-022-01179-8,2024-08-24,3478,8,4
10.1038/s41597-022-01222-8,2024-08-24,4063,5,1
10.1038/s41597-022-01203-x,2024-08-24,16000,6,11
10.1038/s41597-022-01236-2,2024-08-24,16000,8,6
10.1038/s41597-022-01207-7,2024-08-24,1908,8,2
10.1038/s41597-022-01202-y,2024-08-24,3493,18,6
10.1038/s41597-022-01240-6,2024-08-24,6910,34,2
10.1038/s41597-022-01230-8,2024-08-24,3624,1,18
10.1038/s41597-022-01188-7,2024-08-24,5214,13,2
10.1038/s41597-022-01213-9,2024-08-24,4953,5,1
10.1038/s41597-022-01225-5,2024-08-24,5442,6,3
10.1038/s41597-022-01210-y,2024-08-24,3930,4,9
10.1038/s41597-022-01212-w,2024-08-24,2682,9,2
10.1038/s41597-022-01197-6,2024-08-24,8855,7,183
10.1038/s41597-022-01249-x,2024-08-24,4009,9,22
10.1038/s41597-022-01204-w,2024-08-24,12000,30,11
10.1038/s41597-022-01231-7,2024-08-24,5726,14,52
10.1038/s41597-022-01233-5,2024-08-24,3010,8,3
10.1038/s41597-022-01198-5,2024-08-24,3510,8,3
10.1038/s41597-022-01200-0,2024-08-24,8976,2,1
10.1038/s41597-022-01226-4,2024-08-24,3526,3,6
10.1038/s41597-022-01244-2,2024-08-24,5836,1,20
10.1038/s41597-022-01241-5,2024-08-24,1724,7,1
10.1038/s41597-022-01187-8,2024-08-24,3439,12,2
10.1038/s41597-022-01245-1,2024-08-24,3814,19,13
10.1038/s41597-022-01238-0,2024-08-24,7862,14,3
10.1038/s41597-022-01217-5,2024-08-24,2783,8,2
10.1038/s41597-022-01248-y,2024-08-24,1383,4,0
10.1038/s41597-022-01194-9,2024-08-24,1826,7,1
10.1038/s41597-022-01237-1,2024-08-24,1509,3,5
10.1038/s41597-022-01242-4,2024-08-24,7461,6,5
10.1038/s41597-022-01216-6,2024-08-24,8487,20,11
10.1038/s41597-022-01201-z,2024-08-24,7852,37,0
10.1038/s41597-022-01215-7,2024-08-24,5634,12,1
10.1038/s41597-022-01205-9,2024-08-24,2584,6,10
10.1038/s41597-022-01186-9,2024-08-24,2212,5,0
10.1038/s41597-022-01208-6,2024-08-24,12000,66,0
10.1038/s41597-022-01253-1,2024-08-24,5060,10,11
10.1038/s41597-022-01172-1,2024-08-24,1830,0,14
10.1038/s41597-022-01209-5,2024-08-24,6799,23,1
10.1038/s41597-022-01171-2,2024-08-24,3530,1,10
10.1038/s41597-022-01251-3,2024-08-24,3724,10,8
10.1038/s41597-022-01243-3,2024-08-24,758,2,0
10.1038/s41597-022-01229-1,2024-08-24,1997,4,1
10.1038/s41597-022-01252-2,2024-08-24,13000,16,0
10.1038/s41597-022-01227-3,2024-08-24,6096,17,75
10.1038/s41597-022-01260-2,2024-08-24,13000,31,1
10.1038/s41597-022-01206-8,2024-08-24,1575,1,0
10.1038/s41597-022-01235-3,2024-08-24,4594,2,155
10.1038/s41597-022-01256-y,2024-08-24,10000,28,35
10.1038/s41597-022-01214-8,2024-08-24,6722,43,38
10.1038/s41597-022-01218-4,2024-08-24,13000,26,26
10.1038/s41597-022-01250-4,2024-08-24,2549,4,10
10.1038/s41597-022-01175-y,2024-08-24,2535,7,12
10.1038/s41597-022-01199-4,2024-08-24,1949,3,7
10.1038/s41597-022-01261-1,2024-08-24,2753,5,4
10.1038/s41597-022-01221-9,2024-08-24,2721,8,36
10.1038/s41597-022-01255-z,2024-08-24,3357,19,0
10.1038/s41597-022-01234-4,2024-08-24,5519,7,41
10.1038/s41597-022-01258-w,2024-08-24,3902,17,23
10.1038/s41597-022-01257-x,2024-08-24,17000,30,14
10.1038/s41597-022-01262-0,2024-08-24,18000,36,28
10.1038/s41597-022-01224-6,2024-08-24,2836,6,30
10.1038/s41597-022-01254-0,2024-08-24,8304,9,18
10.1038/s41597-022-01282-w,2024-08-24,1986,7,1
10.1038/s41597-022-01228-2,2024-08-24,3108,4,27
10.1038/s41597-022-01266-w,2024-08-24,1753,6,1
10.1038/s41597-022-01223-7,2024-08-24,3039,2,15
10.1038/s41597-022-01232-6,2024-08-24,1072,2,1
10.1038/s41597-022-01273-x,2024-08-24,5193,22,49
10.1038/s41597-022-01263-z,2024-08-24,6439,4,17
10.1038/s41597-022-01275-9,2024-08-24,3178,17,2
10.1038/s41597-022-01219-3,2024-08-24,2437,1,26
10.1038/s41597-022-01270-0,2024-08-24,6217,29,14
10.1038/s41597-022-01265-x,2024-08-24,5353,7,5
10.1038/s41597-022-01276-8,2024-08-24,5320,5,14
10.1038/s41597-022-01259-9,2024-08-24,3448,11,4
10.1038/s41597-022-01279-5,2024-08-24,5975,20,1
10.1038/s41597-022-01271-z,2024-08-24,8520,9,114
10.1038/s41597-022-01277-7,2024-08-24,1525,0,1
10.1038/s41597-022-01284-8,2024-08-24,21000,129,50
10.1038/s41597-022-01281-x,2024-08-24,1252,0,2
10.1038/s41597-022-01272-y,2024-08-24,6148,11,1
10.1038/s41597-022-01268-8,2024-08-24,3214,5,14
10.1038/s41597-022-01267-9,2024-08-24,4541,11,94
10.1038/s41597-022-01239-z,2024-08-24,2043,1,5
10.1038/s41597-022-01211-x,2024-08-24,24000,48,11
10.1038/s41597-022-01290-w,2024-08-24,2378,1,4
10.1038/s41597-022-01288-4,2024-08-24,14000,72,5
10.1038/s41597-022-01280-y,2024-08-24,3578,5,27
10.1038/s41597-022-01287-5,2024-08-24,4365,6,0
10.1038/s41597-022-01283-9,2024-08-24,3422,32,1
10.1038/s41597-022-01289-3,2024-08-24,2141,4,16
10.1038/s41597-022-01278-6,2024-08-24,3084,10,7
10.1038/s41597-022-01291-9,2024-08-24,3882,8,20
10.1038/s41597-022-01292-8,2024-08-24,4030,5,14
10.1038/s41597-022-01269-7,2024-08-24,2394,7,12
10.1038/s41597-022-01294-6,2024-08-24,5535,21,11
10.1038/s41597-022-01293-7,2024-08-24,19000,21,0
10.1038/s41597-022-01295-5,2024-08-24,10000,18,8
10.1038/s41597-022-01264-y,2024-08-24,4753,7,12
10.1038/s41597-022-01332-3,2024-08-24,21000,42,235
10.1038/s41597-022-01308-3,2024-08-24,6195,2,27
10.1038/s41597-022-01312-7,2024-08-24,4581,9,2
10.1038/s41597-022-01305-6,2024-08-24,3605,19,0
10.1038/s41597-022-01311-8,2024-08-24,2309,25,11
10.1038/s41597-022-01285-7,2024-08-24,2811,2,0
10.1038/s41597-022-01322-5,2024-08-24,17000,131,4
10.1038/s41597-022-01296-4,2024-08-24,4384,5,64
10.1038/s41597-022-01299-1,2024-08-24,3256,3,1
10.1038/s41597-022-01306-5,2024-08-24,2605,2,2
10.1038/s41597-022-01310-9,2024-08-24,1660,2,0
10.1038/s41597-022-01303-8,2024-08-24,2513,8,8
10.1038/s41597-022-01309-2,2024-08-24,7295,37,0
10.1038/s41597-022-01335-0,2024-08-24,2564,4,2
10.1038/s41597-022-01304-7,2024-08-24,2822,16,1
10.1038/s41597-022-01326-1,2024-08-24,2184,5,3
10.1038/s41597-022-01337-y,2024-08-24,4040,6,7
10.1038/s41597-022-01340-3,2024-08-24,3196,2,1
10.1038/s41597-022-01274-w,2024-08-24,2836,3,13
10.1038/s41597-022-01330-5,2024-08-24,4459,8,15
10.1038/s41597-022-01302-9,2024-08-24,6196,7,10
10.1038/s41597-022-01324-3,2024-08-24,2226,3,1
10.1038/s41597-022-01339-w,2024-08-24,4007,11,6
10.1038/s41597-022-01300-x,2024-08-24,17000,49,4
10.1038/s41597-022-01331-4,2024-08-24,4785,4,5
10.1038/s41597-022-01328-z,2024-08-24,14000,18,3
10.1038/s41597-022-01313-6,2024-08-24,3002,7,3
10.1038/s41597-022-01354-x,2024-08-24,6710,2,3
10.1038/s41597-022-01357-8,2024-08-24,4853,5,2
10.1038/s41597-022-01318-1,2024-08-24,9917,11,10
10.1038/s41597-022-01336-z,2024-08-24,2287,2,7
10.1038/s41597-022-01385-4,2024-08-24,3264,7,1
10.1038/s41597-022-01338-x,2024-08-24,3512,2,7
10.1038/s41597-022-01323-4,2024-08-24,7180,7,19
10.1038/s41597-022-01315-4,2024-08-24,1461,5,1
10.1038/s41597-022-01317-2,2024-08-24,6966,28,1
10.1038/s41597-022-01321-6,2024-08-24,4616,28,4
10.1038/s41597-022-01333-2,2024-08-24,2822,5,3
10.1038/s41597-022-01316-3,2024-08-24,4100,15,37
10.1038/s41597-022-01350-1,2024-08-24,1542,4,1
10.1038/s41597-022-01377-4,2024-08-24,6608,9,89
10.1038/s41597-022-01341-2,2024-08-24,1786,3,17
10.1038/s41597-022-01319-0,2024-08-24,1372,5,2
10.1038/s41597-022-01349-8,2024-08-24,5920,9,0
10.1038/s41597-022-01325-2,2024-08-24,1592,2,2
10.1038/s41597-022-01356-9,2024-08-24,4385,8,8
10.1038/s41597-022-01352-z,2024-08-24,7761,12,27
10.1038/s41597-022-01342-1,2024-08-24,1814,9,2
10.1038/s41597-022-01363-w,2024-08-24,1448,8,0
10.1038/s41597-022-01344-z,2024-08-24,1251,7,1
10.1038/s41597-022-01343-0,2024-08-24,7564,20,219
10.1038/s41597-022-01372-9,2024-08-24,2507,12,1
10.1038/s41597-022-01376-5,2024-08-24,2628,10,10
10.1038/s41597-022-01374-7,2024-08-24,2270,9,4
10.1038/s41597-022-01320-7,2024-08-24,4710,8,14
10.1038/s41597-022-01361-y,2024-08-24,12000,33,4
10.1038/s41597-022-01358-7,2024-08-24,2367,2,8
10.1038/s41597-022-01346-x,2024-08-24,3063,6,5
10.1038/s41597-022-01348-9,2024-08-24,1475,10,2
10.1038/s41597-022-01362-x,2024-08-24,4713,3,0
10.1038/s41597-022-01364-9,2024-08-24,14000,22,182
10.1038/s41597-022-01393-4,2024-08-24,27000,150,99
10.1038/s41597-022-01353-y,2024-08-24,2609,6,1
10.1038/s41597-022-01347-w,2024-08-24,4855,23,6
10.1038/s41597-022-01360-z,2024-08-24,7193,10,1
10.1038/s41597-022-01387-2,2024-08-24,5016,4,7
10.1038/s41597-022-01389-0,2024-08-24,1055,2,0
10.1038/s41597-022-01371-w,2024-08-24,2914,5,18
10.1038/s41597-022-01345-y,2024-08-24,2187,6,10
10.1038/s41597-022-01367-6,2024-08-24,2763,8,5
10.1038/s41597-022-01366-7,2024-08-24,20000,39,462
10.1038/s41597-022-01402-6,2024-08-24,3875,7,1
10.1038/s41597-022-01390-7,2024-08-24,13000,47,55
10.1038/s41597-022-01395-2,2024-08-24,6176,12,71
10.1038/s41597-022-01403-5,2024-08-24,9190,7,0
10.1038/s41597-022-01384-5,2024-08-24,2449,10,0
10.1038/s41597-022-01379-2,2024-08-24,902,2,1
10.1038/s41597-022-01411-5,2024-08-24,11000,43,5
10.1038/s41597-022-01327-0,2024-08-24,1531,6,0
10.1038/s41597-022-01406-2,2024-08-24,2608,5,3
10.1038/s41597-022-01382-7,2024-08-24,3780,5,3
10.1038/s41597-022-01314-5,2024-08-24,4320,8,38
10.1038/s41597-022-01413-3,2024-08-24,3798,4,12
10.1038/s41597-022-01359-6,2024-08-24,2692,2,0
10.1038/s41597-022-01307-4,2024-08-24,108000,284,401
10.1038/s41597-022-01396-1,2024-08-24,3697,8,8
10.1038/s41597-022-01381-8,2024-08-24,3040,4,21
10.1038/s41597-022-01301-w,2024-08-24,2379,16,1
10.1038/s41597-022-01407-1,2024-08-24,2976,6,1
10.1038/s41597-022-01388-1,2024-08-24,12000,31,2
10.1038/s41597-022-01369-4,2024-08-24,277000,9,1274
10.1038/s41597-022-01416-0,2024-08-24,5745,12,5
10.1038/s41597-022-01394-3,2024-08-24,2468,15,0
10.1038/s41597-022-01398-z,2024-08-24,2653,3,20
10.1038/s41597-022-01351-0,2024-08-24,5329,26,4
10.1038/s41597-022-01418-y,2024-08-24,6582,16,13
10.1038/s41597-022-01438-8,2024-08-24,3442,10,22
10.1038/s41597-022-01436-w,2024-08-24,839,1,0
10.1038/s41597-022-01370-x,2024-08-24,1336,3,1
10.1038/s41597-022-01427-x,2024-08-24,4362,2,0
10.1038/s41597-022-01380-9,2024-08-24,2980,12,6
10.1038/s41597-022-01409-z,2024-08-24,10000,26,104
10.1038/s41597-022-01386-3,2024-08-24,2553,5,9
10.1038/s41597-022-01430-2,2024-08-24,3655,6,12
10.1038/s41597-022-01447-7,2024-08-24,3691,1,17
10.1038/s41597-022-01419-x,2024-08-24,2369,4,14
10.1038/s41597-022-01426-y,2024-08-24,6010,4,74
10.1038/s41597-022-01417-z,2024-08-24,1324,0,4
10.1038/s41597-022-01415-1,2024-08-24,2814,3,6
10.1038/s41597-022-01329-y,2024-08-24,6541,12,15
10.1038/s41597-022-01463-7,2024-08-24,7897,4,10
10.1038/s41597-022-01424-0,2024-08-24,981,1,0
10.1038/s41597-022-01422-2,2024-08-24,2566,6,1
10.1038/s41597-022-01442-y,2024-08-24,3359,12,2
10.1038/s41597-022-01443-x,2024-08-24,1697,2,1
10.1038/s41597-022-01410-6,2024-08-24,8386,16,19
10.1038/s41597-022-01446-8,2024-08-24,4145,10,37
10.1038/s41597-022-01408-0,2024-08-24,941,2,1
10.1038/s41597-022-01423-1,2024-08-24,12000,5,2
10.1038/s41597-022-01421-3,2024-08-24,2626,1,5
10.1038/s41597-022-01433-z,2024-08-24,4175,11,18
10.1038/s41597-022-01440-0,2024-08-24,5370,22,7
10.1038/s41597-022-01437-9,2024-08-24,3190,15,70
10.1038/s41597-022-01431-1,2024-08-24,2236,3,14
10.1038/s41597-022-01444-w,2024-08-24,4905,9,3
10.1038/s41597-022-01391-6,2024-08-24,4150,11,23
10.1038/s41597-022-01420-4,2024-08-24,3943,1,14
10.1038/s41597-022-01401-7,2024-08-24,11000,38,40
10.1038/s41597-022-01365-8,2024-08-24,3623,9,1
10.1038/s41597-022-01439-7,2024-08-24,21000,45,8
10.1038/s41597-022-01429-9,2024-08-24,3840,9,10
10.1038/s41597-022-01432-0,2024-08-24,10000,20,128
10.1038/s41597-022-01392-5,2024-08-24,13000,28,109
10.1038/s41597-022-01373-8,2024-08-24,5075,10,8
10.1038/s41597-022-01445-9,2024-08-24,2343,5,4
